customerID,gender,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,DeviceProtection,Contract,PaymentMethod, MonthlyCharges , TotalCharges ,Churn
 8550-XSXUQ , Male ,48,1,1, DSL ,0,1, One year , Credit card (automatic) , $70.55 ," $3,420.50 ",0
 8149-RSOUN , Female ,1,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $93.85 , $93.85 ,1
 9055-MOJJJ , Female ,64,1,0, DSL ,1,0, One year , Mailed check , $65.80 ," $4,068.00 ",0
 0585-EGDDA , Male ,40,1,0, Fiber optic ,0,1, Month-to-month , Electronic check , $80.00 ," $3,168.75 ",0
 0549-CYCQN , Male ,51,1,1, Fiber optic ,0,0, One year , Bank transfer (automatic) , $79.60 ," $3,974.70 ",0
 3481-JHUZH , Male ,41,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $80.25 ," $3,439.00 ",0
 7250-EQKIY , Female ,1,1,0, DSL ,0,1, Month-to-month , Mailed check , $50.45 , $50.45 ,1
 6869-FGJJC , Male ,68,1,0, Fiber optic ,0,1, One year , Credit card (automatic) , $79.60 ," $5,461.45 ",0
 8205-VSLRB , Male ,70,1,1, DSL ,1,1, Two year , Credit card (automatic) , $77.30 ," $5,498.20 ",0
 6817-WTYHE , Male ,2,1,0, DSL ,0,0, Month-to-month , Bank transfer (automatic) , $44.90 , $111.05 ,0
 4013-UBXWQ , Female ,7,1,1, DSL ,0,0, Month-to-month , Electronic check , $74.65 , $521.10 ,1
 4931-TRZWN , Female ,13,1,0, DSL ,1,0, Month-to-month , Electronic check , $71.95 , $923.85 ,0
 7669-LCRSD , Male ,12,1,0, DSL ,0,0, Month-to-month , Mailed check , $56.30 , $628.65 ,0
 3567-PQTSO , Male ,53,1,1, Fiber optic ,0,1, One year , Electronic check , $105.25 ," $5,576.30 ",0
 5519-NPHVG , Female ,12,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $94.20 ," $1,046.10 ",1
 9938-EKRGF , Female ,15,1,0, DSL ,1,1, Month-to-month , Mailed check , $84.45 ," $1,287.85 ",0
 2703-AMTUL , Male ,36,1,0, DSL ,1,0, One year , Mailed check , $53.65 ," $1,939.35 ",0
 5402-HTOTQ , Male ,16,1,1, DSL ,0,0, Month-to-month , Electronic check , $55.30 , $875.35 ,0
 3890-RTCMS , Male ,16,1,0, DSL ,0,0, Month-to-month , Mailed check , $49.45 , $799.00 ,0
 8849-GYOKR , Female ,54,1,1, Fiber optic ,1,0, One year , Bank transfer (automatic) , $106.55 ," $5,763.30 ",1
 7966-YOTQW , Male ,10,1,1, DSL ,1,0, Month-to-month , Credit card (automatic) , $54.50 , $568.20 ,0
 0461-CVKMU , Female ,23,1,0, Fiber optic ,0,1, Month-to-month , Electronic check , $83.80 ," $1,900.25 ",1
 8806-EAGWC , Male ,3,1,0, DSL ,0,0, Month-to-month , Mailed check , $55.15 , $159.15 ,1
 8853-TZDGH , Female ,72,1,1, Fiber optic ,0,1, Two year , Bank transfer (automatic) , $111.60 ," $8,012.75 ",0
 7779-LGOVN , Male ,10,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $86.65 , $856.65 ,1
 4324-BZCKL , Female ,10,1,0, DSL ,0,1, Month-to-month , Mailed check , $55.55 , $551.30 ,0
 9710-ZUSHQ , Female ,37,1,1, Fiber optic ,1,0, Month-to-month , Bank transfer (automatic) , $106.75 ," $4,056.75 ",1
 1536-YHDOE , Male ,17,1,1, DSL ,1,0, One year , Mailed check , $62.10 ," $1,096.65 ",0
 8123-QBNAZ , Female ,36,1,1, Fiber optic ,1,1, Month-to-month , Credit card (automatic) , $104.50 ," $3,684.95 ",0
 3629-ZNKXA , Male ,17,1,0, Fiber optic ,0,1, Month-to-month , Electronic check , $101.80 ," $1,752.45 ",0
 4827-LTQRJ , Female ,66,1,1, Fiber optic ,1,0, One year , Credit card (automatic) , $110.60 ," $7,210.85 ",0
 7711-YIJWC , Male ,61,1,0, DSL ,1,1, One year , Bank transfer (automatic) , $84.90 ," $5,264.50 ",0
 5482-VXSXJ , Male ,22,1,0, Fiber optic ,0,0, Month-to-month , Mailed check , $93.20 ," $2,157.30 ",0
 9620-ENEJV , Female ,6,1,0, Fiber optic ,0,0, Month-to-month , Credit card (automatic) , $70.55 , $433.95 ,0
 4183-WCSEP , Male ,31,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $78.45 ," $2,435.15 ",1
 2378-YIZKA , Female ,68,1,0, DSL ,1,1, Two year , Credit card (automatic) , $85.00 ," $5,607.75 ",0
 5498-TXHLF , Female ,34,1,1, Fiber optic ,0,1, Month-to-month , Electronic check , $87.45 ," $2,874.15 ",1
 0689-DSXGL , Female ,52,1,0, Fiber optic ,0,1, Month-to-month , Bank transfer (automatic) , $85.80 ," $4,433.30 ",0
 6818-DJXAA , Female ,10,1,0, Fiber optic ,0,1, Month-to-month , Electronic check , $91.10 , $964.35 ,0
 9722-UJOJR , Male ,29,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $70.75 ," $1,974.80 ",1
 6778-EICRF , Male ,24,1,1, DSL ,1,0, One year , Mailed check , $74.80 ," $1,821.20 ",0
 4132-KALRO , Female ,4,1,1, Fiber optic ,0,0, Month-to-month , Mailed check , $100.85 , $399.25 ,0
 3902-FOIGH , Male ,12,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $101.35 ," $1,218.55 ",1
 6772-KSATR , Male ,1,1,1, Fiber optic ,1,0, Month-to-month , Electronic check , $81.70 , $81.70 ,1
 7112-OPOTK , Male ,33,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $68.25 ," $2,171.15 ",1
 2874-YXVVA , Female ,34,1,0, Fiber optic ,0,1, Month-to-month , Electronic check , $105.10 ," $3,634.80 ",0
 4210-QFJMF , Female ,4,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $79.15 , $317.25 ,1
 4293-ETKAP , Female ,65,1,1, DSL ,0,0, Two year , Bank transfer (automatic) , $79.40 ," $5,071.90 ",0
 6064-PUPMC , Male ,23,1,0, DSL ,1,0, One year , Credit card (automatic) , $57.20 ," $1,423.35 ",0
 6504-VBLFL , Male ,55,1,0, DSL ,1,1, Two year , Electronic check , $58.60 ," $3,068.60 ",0
 6322-PJJDJ , Male ,49,1,0, Fiber optic ,0,0, Two year , Electronic check , $94.80 ," $4,690.65 ",0
 0330-BGYZE , Male ,60,1,1, Fiber optic ,0,1, One year , Bank transfer (automatic) , $102.50 ," $6,157.60 ",0
 7586-ZATGZ , Male ,40,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $84.90 ," $3,369.05 ",0
 7197-VOJMM , Male ,67,1,0, DSL ,1,0, Two year , Credit card (automatic) , $69.20 ," $4,671.65 ",0
 3318-OSATS , Male ,35,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $95.45 ," $3,474.05 ",1
 5828-AVIPD , Male ,19,1,1, Fiber optic ,0,0, One year , Electronic check , $100.95 ," $1,875.55 ",1
 9626-VFRGG , Female ,41,1,1, Fiber optic ,0,0, Month-to-month , Bank transfer (automatic) , $88.50 ," $3,645.05 ",0
 9143-CANJF , Female ,24,1,0, DSL ,1,0, Month-to-month , Electronic check , $55.15 ," $1,319.85 ",0
 2041-JIJCI , Female ,5,1,1, DSL ,0,0, Month-to-month , Electronic check , $64.00 , $370.25 ,0
 1086-LXKFY , Female ,1,1,0, Fiber optic ,0,0, Month-to-month , Mailed check , $69.10 , $69.10 ,1
 4900-MSOMT , Female ,72,1,1, DSL ,1,1, Two year , Bank transfer (automatic) , $80.20 ," $5,714.20 ",0
 2229-VWQJH , Female ,24,1,0, DSL ,0,1, Month-to-month , Credit card (automatic) , $49.30 ," $1,233.25 ",0
 9194-GFVOI , Female ,42,1,1, DSL ,1,1, Two year , Credit card (automatic) , $84.35 ," $3,571.60 ",0
 4282-MSACW , Male ,68,1,1, Fiber optic ,1,1, One year , Credit card (automatic) , $117.20 ," $8,035.95 ",0
 2636-ALXXZ , Female ,1,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $69.60 , $69.60 ,1
 7774-OJSXI , Male ,31,1,1, Fiber optic ,0,1, One year , Electronic check , $103.45 ," $3,066.45 ",1
 7786-WBJYI , Female ,4,1,1, Fiber optic ,0,0, Month-to-month , Bank transfer (automatic) , $77.95 , $305.55 ,1
 0136-IFMYD , Male ,69,1,1, Fiber optic ,0,1, Two year , Electronic check , $109.95 ," $7,634.25 ",0
 5144-TVGLP , Male ,38,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $94.75 ," $3,653.00 ",0
 9643-AVVWI , Female ,3,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $80.00 , $241.30 ,0
 0253-ZTEOB , Female ,48,1,1, DSL ,0,0, Two year , Electronic check , $79.65 ," $3,870.30 ",0
 9885-CSMWE , Female ,1,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $78.45 , $78.45 ,1
 2402-TAIRZ , Female ,37,1,0, Fiber optic ,0,1, One year , Electronic check , $80.05 ," $3,019.10 ",0
 9659-ZTWSM , Male ,66,1,1, Fiber optic ,0,1, One year , Bank transfer (automatic) , $107.35 ," $7,051.95 ",0
 6685-GBWJZ , Male ,63,1,0, DSL ,1,0, One year , Credit card (automatic) , $70.80 ," $4,448.80 ",0
 3866-MDTUB , Female ,2,1,0, DSL ,1,0, Month-to-month , Electronic check , $70.75 , $146.90 ,1
 2195-VVRJF , Male ,18,1,0, DSL ,1,0, Month-to-month , Credit card (automatic) , $59.10 ," $1,011.05 ",0
 8058-JMEQO , Female ,9,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $84.45 , $762.50 ,1
 5043-TRZWM , Female ,1,1,0, Fiber optic ,0,1, Month-to-month , Electronic check , $75.55 , $75.55 ,0
 0697-ZMSWS , Male ,4,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $85.65 , $338.90 ,1
 7657-DYEPJ , Male ,38,1,0, DSL ,0,1, One year , Credit card (automatic) , $70.15 ," $2,497.35 ",1
 9494-BDNNC , Male ,66,1,1, Fiber optic ,0,1, One year , Electronic check , $95.30 ," $6,273.40 ",0
 1640-PLFMP , Female ,1,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $70.25 , $70.25 ,0
 5366-OBVMR , Female ,18,1,0, DSL ,0,0, Month-to-month , Mailed check , $50.30 , $908.75 ,0
 8276-MQBYC , Male ,51,1,1, Fiber optic ,0,1, Month-to-month , Electronic check , $97.80 ," $4,913.30 ",1
 7593-XFKDI , Male ,1,1,0, DSL ,0,0, Month-to-month , Mailed check , $46.30 , $46.30 ,1
 0337-CNPZE , Female ,41,1,1, Fiber optic ,0,1, Month-to-month , Electronic check , $106.30 ," $4,443.45 ",1
 0840-DFEZH , Female ,7,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $75.35 , $564.65 ,0
 1513-XNPPH , Female ,12,1,0, Fiber optic ,0,1, Month-to-month , Electronic check , $89.40 ," $1,095.65 ",1
 8690-ZVLCL , Female ,68,1,1, DSL ,1,1, Two year , Credit card (automatic) , $88.00 ," $6,161.90 ",0
 6015-VVHHE , Female ,5,1,1, Fiber optic ,0,0, Month-to-month , Credit card (automatic) , $83.15 , $446.05 ,1
 1125-SNVCK , Female ,49,1,0, DSL ,0,0, Month-to-month , Mailed check , $43.80 ," $2,106.05 ",0
 6347-DCUIK , Male ,10,1,1, Fiber optic ,0,0, Month-to-month , Mailed check , $74.15 , $811.80 ,1
 1335-HQMKX , Female ,72,1,1, Fiber optic ,0,1, One year , Electronic check , $101.35 ," $7,323.15 ",0
 2545-EBUPK , Female ,2,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $84.05 , $186.05 ,0
 2172-EJXVF , Female ,71,1,1, Fiber optic ,0,1, One year , Electronic check , $105.90 ," $7,521.95 ",0
 0897-FEGMU , Female ,11,1,1, Fiber optic ,0,1, Month-to-month , Electronic check , $99.50 ," $1,056.95 ",1
 7663-RGWBC , Male ,1,1,0, DSL ,0,0, Month-to-month , Mailed check , $44.15 , $44.15 ,1
 1120-BMWUB , Female ,16,1,0, DSL ,0,0, Month-to-month , Mailed check , $53.90 , $834.15 ,1
 9124-LHCJQ , Female ,1,1,1, Fiber optic ,0,0, Month-to-month , Mailed check , $85.45 , $85.45 ,1
 4536-PLEQY , Male ,12,1,0, Fiber optic ,0,0, Month-to-month , Credit card (automatic) , $85.05 , $999.80 ,0
 8871-JLMHM , Female ,68,1,1, Fiber optic ,0,1, Two year , Credit card (automatic) , $90.20 ," $6,297.65 ",0
 2235-ZGKPT , Female ,4,1,1, DSL ,0,0, Month-to-month , Mailed check , $50.85 , $239.55 ,1
 3891-PUQOD , Female ,1,1,0, DSL ,0,1, Month-to-month , Electronic check , $59.20 , $59.20 ,1
 5447-VYTKW , Male ,27,1,0, DSL ,1,0, Month-to-month , Mailed check , $53.45 ," $1,461.45 ",0
 0689-NKYLF , Male ,13,1,0, Fiber optic ,0,1, Month-to-month , Electronic check , $83.20 ," $1,060.60 ",1
 8659-HDIYE , Female ,64,1,1, DSL ,0,1, Month-to-month , Credit card (automatic) , $74.65 ," $4,869.35 ",0
 3658-KIBGF , Female ,1,1,0, DSL ,1,0, Month-to-month , Electronic check , $54.90 , $54.90 ,1
 5519-YLDGW , Female ,21,1,1, Fiber optic ,1,1, Month-to-month , Electronic check , $103.90 ," $2,254.20 ",1
 1855-AGAWH , Male ,31,1,0, Fiber optic ,0,1, One year , Electronic check , $93.80 ," $2,939.80 ",0
 7109-CQYUZ , Male ,52,1,1, DSL ,1,1, Two year , Mailed check , $89.25 ," $4,652.40 ",0
 1370-GGAWX , Female ,46,1,1, Fiber optic ,0,1, One year , Electronic check , $94.15 ," $4,408.45 ",0
 4680-KUTAJ , Female ,11,1,1, DSL ,1,0, Month-to-month , Electronic check , $55.60 , $580.80 ,0
 2883-ILGWO , Male ,57,1,1, Fiber optic ,0,0, Month-to-month , Bank transfer (automatic) , $104.90 ," $5,913.95 ",0
 2516-VQRRV , Female ,2,1,1, Fiber optic ,0,0, Month-to-month , Mailed check , $75.45 , $158.40 ,1
 7580-UGXNC , Female ,2,1,0, DSL ,1,0, Month-to-month , Mailed check , $54.85 , $104.20 ,1
 5766-FTRTS , Male ,72,1,0, DSL ,1,1, Two year , Mailed check , $84.45 ," $6,033.10 ",0
 5178-LMXOP , Male ,1,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $95.10 , $95.10 ,1
 8879-ZKJOF , Female ,41,1,0, DSL ,1,1, One year , Bank transfer (automatic) , $79.85 ," $3,320.75 ",0
 8185-UPYBR , Male ,6,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $75.50 , $438.00 ,1
 4585-HETAI , Female ,4,1,0, Fiber optic ,0,1, Month-to-month , Electronic check , $73.75 , $325.45 ,1
 7526-BEZQB , Male ,12,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $96.05 ," $1,148.10 ",1
 1474-JUWSM , Female ,58,1,1, DSL ,1,0, One year , Electronic check , $68.40 ," $3,972.25 ",0
 8498-XXGWA , Female ,65,1,0, DSL ,1,1, Month-to-month , Mailed check , $55.15 ," $3,673.15 ",0
 9617-INGJY , Male ,1,1,0, Fiber optic ,0,0, Month-to-month , Mailed check , $70.60 , $70.60 ,0
 7636-PEPNS , Female ,58,1,0, DSL ,0,0, One year , Mailed check , $44.10 ," $2,413.05 ",0
 4683-WYDOU , Male ,62,1,1, Fiber optic ,0,1, Two year , Bank transfer (automatic) , $107.60 ," $6,912.70 ",0
 9052-DHNKM , Male ,26,1,1, DSL ,1,0, One year , Electronic check , $61.55 ," $1,581.95 ",0
 6794-HKIAJ , Male ,62,1,1, Fiber optic ,1,1, Month-to-month , Bank transfer (automatic) , $90.70 ," $5,586.45 ",0
 5578-NKCXI , Female ,58,1,0, Fiber optic ,1,0, One year , Credit card (automatic) , $99.25 ," $5,846.65 ",0
 1642-HMARX , Female ,68,1,1, DSL ,1,1, Two year , Electronic check , $91.70 ," $6,424.70 ",0
 3096-WPXBT , Female ,61,1,1, Fiber optic ,1,1, One year , Credit card (automatic) , $100.70 ," $6,018.65 ",0
 8434-PNQZX , Female ,42,1,1, DSL ,0,1, Two year , Credit card (automatic) , $78.45 ," $3,373.40 ",0
 5950-AAAGJ , Male ,18,1,1, Fiber optic ,0,0, Month-to-month , Bank transfer (automatic) , $84.30 ," $1,537.90 ",0
 4951-UKAAQ , Female ,4,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $88.95 , $355.20 ,1
 6693-DJWTY , Female ,35,1,0, DSL ,1,0, One year , Credit card (automatic) , $55.60 ," $2,016.45 ",0
 0744-GKNGE , Female ,64,1,1, Fiber optic ,1,0, Month-to-month , Bank transfer (automatic) , $86.80 ," $5,327.25 ",0
 2108-YKQTY , Female ,4,1,0, DSL ,0,0, Month-to-month , Credit card (automatic) , $50.70 , $151.30 ,1
 4806-DXQCE , Female ,70,1,1, Fiber optic ,1,1, Two year , Electronic check , $113.65 ," $7,714.65 ",0
 4918-QLLIW , Male ,3,1,0, DSL ,0,0, Month-to-month , Credit card (automatic) , $53.40 , $188.70 ,1
 7056-IMHCC , Male ,53,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $101.90 ," $5,549.40 ",1
 4854-SSLTN , Male ,2,1,0, DSL ,1,0, Two year , Mailed check , $59.50 , $130.50 ,0
 5294-DMSFH , Female ,29,1,0, Fiber optic ,0,0, Month-to-month , Credit card (automatic) , $87.80 ," $2,621.75 ",0
 1625-JAIIY , Female ,68,1,1, Fiber optic ,0,0, One year , Electronic check , $83.00 ," $5,685.80 ",1
 0603-OLQDC , Male ,12,1,0, DSL ,1,0, Month-to-month , Mailed check , $69.85 , $837.50 ,0
 3272-VUHPV , Female ,8,1,0, DSL ,0,0, Month-to-month , Bank transfer (automatic) , $56.30 , $401.50 ,0
 4176-FXYBO , Male ,54,1,1, Fiber optic ,1,1, Month-to-month , Electronic check , $109.55 ," $6,118.95 ",0
 1063-DHQJF , Male ,69,1,0, Fiber optic ,0,0, Two year , Mailed check , $92.15 ," $6,480.90 ",0
 8663-UPDGF , Female ,26,1,1, DSL ,1,0, Month-to-month , Bank transfer (automatic) , $69.50 ," $1,800.05 ",0
 6719-FGEDO , Female ,72,1,1, Fiber optic ,1,1, Two year , Bank transfer (automatic) , $97.00 ," $7,104.20 ",0
 2947-DOMLJ , Male ,1,1,0, DSL ,1,0, Month-to-month , Mailed check , $50.60 , $50.60 ,1
 4112-LUEIZ , Male ,10,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $89.50 , $863.10 ,1
 0369-ZGOVK , Female ,28,1,0, Fiber optic ,0,0, One year , Bank transfer (automatic) , $70.40 ," $1,992.20 ",0
 4510-HIMLV , Male ,1,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $69.80 , $69.80 ,1
 9919-KNPOO , Female ,21,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $94.30 ," $1,948.35 ",0
 8749-JMNKX , Male ,51,1,1, Fiber optic ,1,1, Month-to-month , Bank transfer (automatic) , $93.80 ," $4,750.95 ",1
 9391-LMANN , Male ,53,1,0, Fiber optic ,1,1, One year , Electronic check , $95.95 ," $5,036.90 ",0
 2430-USGXP , Male ,24,1,1, Fiber optic ,0,1, Month-to-month , Electronic check , $101.05 ," $2,391.80 ",1
 8174-TBVCF , Female ,70,1,1, DSL ,1,1, Two year , Credit card (automatic) , $94.80 ," $6,859.05 ",0
 1698-XFZCI , Male ,61,1,1, Fiber optic ,1,1, One year , Electronic check , $107.75 ," $6,521.90 ",0
 1877-HKBQX , Female ,11,1,0, DSL ,1,0, One year , Mailed check , $54.60 , $617.85 ,0
 4450-DLLMH , Male ,2,1,0, Fiber optic ,0,0, Month-to-month , Credit card (automatic) , $71.30 , $157.75 ,0
 2746-DIJLO , Female ,41,1,1, DSL ,0,0, One year , Credit card (automatic) , $56.30 ," $2,364.00 ",0
 5955-ERIHD , Male ,18,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $94.70 ," $1,687.95 ",1
 0917-EZOLA , Male ,72,1,1, Fiber optic ,0,1, Two year , Bank transfer (automatic) , $104.15 ," $7,689.95 ",1
 3508-VLHCZ , Female ,71,1,1, DSL ,1,1, Two year , Credit card (automatic) , $90.55 ," $6,239.05 ",0
 4086-ATNFV , Female ,34,1,0, DSL ,1,1, One year , Mailed check , $60.80 ," $2,042.05 ",0
 0468-YRPXN , Male ,29,1,0, Fiber optic ,0,1, Month-to-month , Credit card (automatic) , $98.80 ," $2,807.10 ",0
 5996-NRVXR , Male ,40,1,0, Fiber optic ,1,1, One year , Credit card (automatic) , $98.15 ," $4,116.80 ",0
 7047-FWEYA , Female ,46,1,1, Fiber optic ,0,0, One year , Electronic check , $103.15 ," $4,594.65 ",0
 2000-MPKCA , Female ,58,1,1, Fiber optic ,1,1, One year , Electronic check , $107.75 ," $6,332.75 ",0
 9762-YAQAA , Male ,39,1,1, Fiber optic ,0,0, One year , Credit card (automatic) , $81.40 ," $3,213.75 ",0
 5949-EBSQK , Male ,4,1,0, DSL ,0,0, Month-to-month , Credit card (automatic) , $61.45 , $229.55 ,1
 5473-KHBPS , Female ,52,1,1, Fiber optic ,0,1, One year , Credit card (automatic) , $95.70 ," $4,976.15 ",0
 0100-DUVFC , Male ,70,1,1, Fiber optic ,0,1, One year , Electronic check , $104.80 ," $7,308.95 ",0
 5397-TUPSH , Male ,65,1,0, Fiber optic ,0,0, One year , Bank transfer (automatic) , $70.95 ," $4,555.20 ",0
 8950-MTZNV , Male ,1,1,0, DSL ,0,0, Month-to-month , Mailed check , $44.95 , $44.95 ,0
 0326-VDYXE , Female ,70,1,1, Fiber optic ,0,1, One year , Electronic check , $97.65 ," $6,982.50 ",0
 7274-RTAPZ , Male ,1,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $90.55 , $90.55 ,1
 0436-TWFFZ , Female ,67,1,1, DSL ,1,1, Two year , Mailed check , $85.25 ," $5,714.20 ",0
 0311-UNPFF , Female ,26,1,0, Fiber optic ,0,0, Month-to-month , Bank transfer (automatic) , $88.80 ," $2,274.35 ",1
 2669-OIDSD , Female ,48,1,0, Fiber optic ,0,1, Month-to-month , Credit card (automatic) , $100.05 ," $4,834.00 ",0
 8400-WZICQ , Female ,55,1,0, DSL ,1,0, Month-to-month , Electronic check , $55.70 ," $3,131.80 ",0
 3834-XUIFC , Male ,7,1,1, Fiber optic ,0,0, Month-to-month , Mailed check , $85.20 , $602.55 ,1
 9576-SYUHJ , Male ,37,1,1, Fiber optic ,1,0, Month-to-month , Electronic check , $91.15 ," $3,369.25 ",0
 0410-IPFTY , Female ,31,1,0, Fiber optic ,0,0, Month-to-month , Bank transfer (automatic) , $83.85 ," $2,674.15 ",0
 2831-EBWRN , Male ,4,1,0, DSL ,0,0, Month-to-month , Electronic check , $45.90 , $199.75 ,0
 8414-MYSHR , Male ,5,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $91.40 , $449.75 ,1
 9402-ORRAH , Female ,15,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $91.50 ," $1,400.30 ",0
 6483-OATDN , Male ,8,1,0, DSL ,1,0, Month-to-month , Credit card (automatic) , $51.30 , $411.60 ,0
 4840-ORQXB , Female ,56,1,1, Fiber optic ,0,1, Month-to-month , Electronic check , $104.75 ," $5,841.35 ",0
 7599-FKVXZ , Male ,42,1,1, Fiber optic ,0,1, Month-to-month , Bank transfer (automatic) , $106.15 ," $4,512.70 ",1
 3982-DQLUS , Male ,65,1,1, Fiber optic ,1,0, Month-to-month , Electronic check , $85.75 ," $5,688.45 ",0
 3756-VNWDH , Male ,65,1,1, Fiber optic ,1,0, One year , Electronic check , $100.75 ," $6,674.65 ",0
 7801-KICAO , Female ,18,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $74.15 ," $1,345.75 ",0
 7673-LPRNY , Female ,23,1,1, DSL ,1,1, One year , Electronic check , $78.55 ," $1,843.05 ",0
 8229-TNIQA , Female ,4,1,0, DSL ,0,0, Month-to-month , Mailed check , $45.30 , $196.95 ,1
 7339-POGZN , Female ,4,1,1, DSL ,0,0, Month-to-month , Electronic check , $50.70 , $214.55 ,0
 2828-SLQPF , Male ,19,1,0, DSL ,0,0, Month-to-month , Bank transfer (automatic) , $45.00 , $865.85 ,0
 4465-VDKIQ , Female ,18,1,0, Fiber optic ,0,1, Month-to-month , Electronic check , $77.80 ," $1,358.60 ",0
 2921-XWDJH , Female ,38,1,0, Fiber optic ,1,0, Month-to-month , Electronic check , $83.45 ," $3,147.15 ",0
 6221-AVQYL , Male ,2,1,1, Fiber optic ,0,0, Month-to-month , Credit card (automatic) , $73.25 , $131.05 ,1
 2558-BUOZZ , Male ,47,1,1, Fiber optic ,1,0, One year , Bank transfer (automatic) , $94.80 ," $4,535.85 ",0
 0003-MKNFE , Male ,9,1,1, DSL ,0,0, Month-to-month , Mailed check , $59.90 , $542.40 ,0
 0975-UYDTX , Female ,26,1,1, DSL ,1,1, One year , Credit card (automatic) , $90.10 ," $2,312.55 ",0
 7743-EXURX , Male ,8,1,0, DSL ,0,1, Month-to-month , Electronic check , $51.05 , $415.05 ,1
 4682-BLBUC , Male ,44,1,0, DSL ,0,1, One year , Electronic check , $70.95 ," $3,250.45 ",0
 5968-VXZLG , Male ,2,1,0, DSL ,0,0, Month-to-month , Bank transfer (automatic) , $46.60 , $87.90 ,0
 5569-KGJHX , Female ,9,1,1, Fiber optic ,0,0, Month-to-month , Bank transfer (automatic) , $85.35 , $754.65 ,1
 4988-IQIGL , Male ,1,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $75.35 , $75.35 ,1
 5201-FRKKS , Male ,25,1,0, Fiber optic ,1,0, Month-to-month , Bank transfer (automatic) , $74.30 ," $1,952.25 ",0
 9799-CAYJJ , Female ,2,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $69.30 , $153.80 ,0
 7730-IUTDZ , Male ,43,1,0, Fiber optic ,1,0, Month-to-month , Electronic check , $75.20 ," $3,198.60 ",1
 5443-SCMKX , Female ,58,1,1, Fiber optic ,0,1, One year , Electronic check , $94.30 ," $5,610.15 ",0
 8295-KMENE , Female ,59,1,1, DSL ,1,1, Two year , Mailed check , $76.45 ," $4,519.50 ",0
 9821-BESNZ , Male ,66,1,1, Fiber optic ,0,0, One year , Electronic check , $104.25 ," $6,860.60 ",0
 2916-BQZLN , Male ,19,1,1, Fiber optic ,1,1, Month-to-month , Electronic check , $84.75 ," $1,651.95 ",0
 2368-GAKKQ , Female ,70,1,1, Fiber optic ,1,1, Two year , Bank transfer (automatic) , $113.65 ," $7,939.25 ",0
 8710-YGLWG , Male ,1,1,0, DSL ,0,0, Month-to-month , Mailed check , $44.90 , $44.90 ,0
 3199-XGZCY , Female ,8,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $75.25 , $576.70 ,0
 6993-YCOBK , Male ,60,1,1, Fiber optic ,1,1, Two year , Electronic check , $110.60 ," $6,586.85 ",0
 5206-HPJKM , Male ,17,1,0, DSL ,1,0, Month-to-month , Credit card (automatic) , $55.50 , $934.15 ,0
 7587-RZNME , Male ,3,1,0, DSL ,0,0, Month-to-month , Electronic check , $43.30 , $123.65 ,1
 0748-RDGGM , Male ,70,1,0, Fiber optic ,1,1, One year , Bank transfer (automatic) , $109.50 ," $7,534.65 ",1
 5019-GQVCR , Male ,43,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $84.85 ," $3,645.60 ",0
 2550-AEVRU , Female ,57,1,0, DSL ,1,0, One year , Electronic check , $53.45 ," $3,053.00 ",0
 0378-CJKPV , Female ,72,1,1, Fiber optic ,1,1, Two year , Credit card (automatic) , $112.10 ," $7,965.95 ",0
